timestamp,price,market_cap,total_volume
2021-01-08,0.3055970072746277,0.0,4560690774
2021-01-09,0.33297300338745117,0.0,3655608662
2021-01-10,0.3048950135707855,0.0,3732911206
2021-01-11,0.2754659950733185,0.0,4768803200
2021-01-12,0.2870030105113983,0.0,4037298875
2021-01-13,0.3136090040206909,0.0,2656935144
2021-01-14,0.3103959858417511,0.0,2686785564
2021-01-15,0.3025299906730652,0.0,3171984602
2021-01-16,0.35244399309158325,0.0,4476161885
2021-01-17,0.3798519968986511,0.0,5617481334
2021-01-18,0.3714280128479004,0.0,3480282508
2021-01-19,0.3691369891166687,0.0,2957453653
2021-01-20,0.37539398670196533,0.0,3281600988
2021-01-21,0.3102090060710907,0.0,3567902823
2021-01-22,0.34957700967788696,0.0,4066222238
2021-01-23,0.345643013715744,0.0,2781033956
2021-01-24,0.35388100147247314,0.0,2539663711
2021-01-25,0.34388598799705505,0.0,2339817092
2021-01-26,0.34423398971557617,0.0,2557745015
2021-01-27,0.3130800127983093,0.0,2666764973
2021-01-28,0.34612900018692017,0.0,2863036709
2021-01-29,0.348131000995636,0.0,3367098095
2021-01-30,0.362619012594223,0.0,2866173269
2021-01-31,0.344897985458374,0.0,2455679992
2021-02-01,0.4020330011844635,0.0,3838085989
2021-02-02,0.4262470006942749,0.0,6504904709
2021-02-03,0.4413999915122986,0.0,3648896567
2021-02-04,0.44105100631713867,0.0,3553059568
2021-02-05,0.5378739833831787,0.0,6808411307
2021-02-06,0.6278859972953796,0.0,8109402422
2021-02-07,0.663237988948822,0.0,11252055620
2021-02-08,0.6825109720230103,0.0,9056514741
2021-02-09,0.7035160064697266,0.0,5885048712
2021-02-10,0.9303179979324341,0.0,12667653585
2021-02-11,0.9277409911155701,0.0,10627183208
2021-02-12,0.925586998462677,0.0,8035829513
2021-02-13,0.905718982219696,0.0,7532474270
2021-02-14,0.8484190106391907,0.0,7159401195
2021-02-15,0.8610119819641113,0.0,8979888270
2021-02-16,0.8709509968757629,0.0,6948621246
2021-02-17,0.8909199833869934,0.0,5841828077
2021-02-18,0.9141190052032471,0.0,4918032802
2021-02-19,0.9276490211486816,0.0,4582877243
2021-02-20,1.1229579448699951,0.0,11454890463
2021-02-21,1.1005200147628784,0.0,7042361464
2021-02-22,1.0991510152816772,0.0,10562051439
2021-02-23,0.954708993434906,0.0,11201900117
2021-02-24,1.05165696144104,0.0,8481334623
2021-02-25,1.0791159868240356,0.0,8248286269
2021-02-26,1.2411049604415894,0.0,14884142109
2021-02-27,1.3248599767684937,0.0,19141980288
2021-02-28,1.3080589771270752,0.0,15732556180
2021-03-01,1.2923879623413086,0.0,9775330113
2021-03-02,1.2255820035934448,0.0,8118255106
